letter,term
R,Relevância.significado
R,relevantes
R,Reliability
R,Religião
R,Religião 2.0
R,Religião 2.0. reginaldo manzotti
R,Religião afro-brasileira
R,Religião do consumo
R,Religião e ciência
R,Religião e política
R,Religião pública
R,Religiões
R,Religiões Africanas
R,Religiões afro indígena brasileira
R,Religiões afro-brasileiras
R,Religiões de matriz africanas
R,Religiões de matrizes africanas
R,Religion
R,Religiosidade
R,Religiosidade afro-brasileira
R,Religiosidade popular
R,Religiosidades
R,Religioso
R,Religiosos
R,Religious literacy
R,Remake
R,Remanejamento
R,Remanescentes humanos
R,Remanescentes quilombolas
R,Remanufatura
R,Remediação
R,Remediações
R,remédios caseiros
R,Remição de pena
R,Remição de pena pela leitura
R,remição de pena por leitura
R,Remissão de pena
R,Remíssiva
R,Remíssivas
R,Remix
R,Remodelagem de disciplina
R,Remodelagem de disciplinas
R,Remote work
R,Remuneração
R,Renascimento
R,Renascimento italiano
R,Renati
R,Renato lage
R,Renato silva
R,Renato tapajós
R,Renato tarciso barbosa de souza
R,Renda
R,Renda artesanal
R,Renda básica universal
R,Renda emergencial
R,Renda informacional
R,Renda irlandesa
R,Renda renascença
R,Rendas artesanais
R,Rendas informacionais
R,Rendición de cuenta
R,Rendición de cuentas
R,Rendimento de escala
R,Rendimentos de escala
R,Renorbio
R,Renovação
R,Renovação museográfica
R,Renovale consultoria
R,Rent
R,Rentabilidade
R,Rentabilização do conhecimento
R,Reorganisation
R,Reorganização epistemológica
R,Reorganization
R,Reparaã§ã£o taxonã´mica
R,reparação histórica
R,Reparação
R,Reparação epistêmica
R,Reparação museal
R,Reparq
R,Repatriação
R,Repatriação de arquivo
R,Repatriação de arquivos
R,Repatriação e restituição
R,Repatriamento e restituição
R,Repercusión social
R,Reperesentación descriptiva
R,Repertorio
R,Repertório bibliográfico
R,Repertório bibliográfico universal
R,Repertório cultural
R,Repertório de site web
R,Repertorios
R,Repertórios bibliográficos
R,Repertórios de sites web
R,Repertórios documentais-agricultura
R,Repessão política
R,Repetição
R,Repidisca
R,Repisitório de dados
R,Replicabilidade
R,Replicação viral
R,Reponsabilidade social
R,Report
R,Reportagem
R,Reportagem jornalística
R,Reportagem jornalística-hq
R,Reportagem-cinematográfica
R,Repositã3rio institucional
R,Repositã3rios de dados
R,Repositã3rios digitais
R,Reposita3rios educacionais
R,Repositó-rio digital
R,Repositoìrio de dado
R,Repositories
R,Repositories | ciências marinhas
R,Repositório
R,Repositorio |marine sciences
R,Repositório aberto
R,Repositório acesso aberto
R,Repositório aleia
R,Repositório arquivístico
R,Repositório arquivístico digital
R,Repositório arquivístico digital confiável
R,Repositório audiovisual
R,Repositório biográfico
R,Repositório científico
R,Repositório científico de acesso aberto de portugal
R,Repositório clínico digital
R,Repositório confiável
R,Repositório da dados científico
R,Repositório da produção científica do cru­ esp
R,Repositório da produção científica do cruesp
R,Repositório de código fonte
R,Repositório de conteúdo digital
R,Repositório de dado
R,Repositório de dado aberto
R,Repositório de dado científico
R,Repositório de dado de pesquisa
R,Repositório de dados
R,Repositório de dados abertos
R,Repositório de dados de pesquisa
R,Repositório de dados fair
R,Repositório de metadados
R,Repositório de objeto de aprendizagem
R,Repositório de preprints arxiv
R,Repositório de preservação
R,Repositório de preservação digital
R,Repositório de recursos educacionais abertos
R,Repositório de tecnologia assistiva
R,Repositório deposita dados
R,Repositório digita
R,Repositório digital
R,Repositório digital arquivístico
R,Repositório digital confiável
R,Repositório digital confiável para documento arquivístico
R,Repositório digital confiável para documentos arquivísticos
R,Repositório digital da ufrgs-lume
R,Repositório digital de dados de pesquisa
R,Repositório digital huet
R,Repositório digital institucional
R,Repositório digital lume
R,Repositório digital preprints
R,Repositório digital temático
R,Repositório digital-trabalhos acadêmicos
R,"Repositório digital, tecnologia wiki"
R,Repositório do Conhecimento
R,Repositório educacional
R,Repositório educacional aberto
R,Repositório eletrônico
R,Repositório filatélico brasileiro
R,Repositório governamental
R,Repositório huet
R,Repositório institucionais
R,Repositório institucional
R,Repositório institucional acadêmico
R,Repositório institucional arca
R,Repositório institucional brasileiro
R,Repositório institucional da fiocruz
R,Repositório institucional da ufrn
R,Repositorio institucional da unb
R,Repositório institucional da universidade de brasília
R,Repositório institucional da universidade tecnológica federal do paraná
R,Repositório institucional de geociência da companhia de pesquisa de recurso mineral
R,Repositório institucional de geociências da companhia de pesquisa de recursos minerais
R,Repositório institucional digital
R,Repositório institucional greenstone
R,Repositório institucional impresso
R,Repositório institucional memoria
R,Repositório institucional multimídia
R,Repositório institucional ninho
R,Repositório institucional sustentável
R,Repositório institucional unesp
R,Repositório institucional universidade federal de minas gerais
R,Repositório institucional universitário
R,Repositório institucional universitário controle de vocabulário
R,Repositório institucional-brasil
R,Repositório institucional-escola superior da magistratura do maranhão
R,Repositório institucional-gestão
R,Repositório institucional-povoamento
R,Repositório institucional-ufba
R,Repositorio institucional-ufmg
R,Repositório institucional-ufrn
R,Repositório institucional-visibilidade
R,Repositorio institucionale
R,Repositório instituicional
R,Repositório internacional
R,Repositório lume
R,Repositório multidisciplinar
R,Repositório nacional
R,Repositório rui barbosa de informações culturais
R,Repositório temático
R,Repositório temático digital
R,Repositório ufpa multimídia
R,Repositório ufpa multimídia-amazônia
R,Repositório universitário
R,Repositório virtual
R,Repositórios digitais em saúde
R,Repositórios
R,Repositorios |marine sciences
R,Repositórios abertos
R,repositórios acessíveis
R,Repositórios arquivísticos
R,Repositórios arquivísticos digitais
R,Repositórios arquivísticos digitais confiáveis
R,Repositórios brasileiros
R,Repositórios científicos
R,Repositórios científicos de acesso aberto de portugal
R,Repositorios confiables
R,Repositórios confiáveis
R,Repositórios culturais digitais
R,Repositórios da biodiversidade
R,Repositórios da próxima geração
R,Repositórios de acesso livre
R,Repositórios de conhecimento
R,Repositórios de dados
R,Repositórios de dados científicos
R,Repositórios de dados confiáveis
R,Repositórios de dados de pesquisa
R,Repositórios de dados em saúde
R,Repositórios de fanfictions
R,Repositórios de informação
R,Repositórios de objetos de aprendizagem
R,Repositorios de objetos de aprendizagem metadados
R,Repositorios de objetos de aprendizagem modelos
R,Repositórios de objetos virtuais de aprendizagem
R,Repositórios de preprints
R,Repositórios de preservação
R,Repositórios de preservação digital
R,Repositórios de publicações científicas
R,Repositórios de recursos educacionais abertos
R,Repositórios digitais
R,Repositórios digitais = keywords
R,Repositórios digitais arquivísticos
R,repositórios digitais arquivísticos confiáveis
R,Repositórios digitais confiáveis
R,Repositórios digitais de dados de pesquisa
R,Repositórios digitais institucionais
R,Repositórios digitais preprints
R,Repositórios digitais-ead
R,Repositorios digitales
R,Repositorios digitales institucionales
R,Repositórios digitas-ead
R,Repositórios do portal do datasus
R,Repositórios educacionais abertos
R,Repositórios governamentais
R,Repositórios insitucionais
R,Repositórios institucionais
R,Repositórios institucionais acadêmicos
R,Repositórios institucionais brasileiros
R,Repositórios institucionais de dados
R,Repositorios institucionais de dados de pesquisa
R,Repositórios institucionais digitais
R,Repositórios institucionais luso-brasileiros
R,Repositórios institucionais multimídia
R,Repositórios institucionais universitários
R,Repositórios institucionais-análise
R,Repositórios institucionais-argentina
R,Repositórios institucionais-políticas de informação
R,Repositórios institucionais-universidades e faculdades públicas-brasil
R,Repositórios institucionais-universidades públicas do paraná
R,Repositórios instituicionais
R,Repositorios instutucionais
R,Repositórios internacionais
R,Repositórios multidisciplinares
R,Repositórios nacionais
R,Repositórios temáticos
R,Repositórios temáticos digitais
R,Repositórios temáticos institucionais
R,Repositórios virtuais
R,Repositóriostório
R,Repositórium
R,Repository | ciência marinha
R,Repository and archival services
R,Repositrio
R,Reposiório de dados
R,Reposiório digial
R,Repre
R,Repres
R,Representa????o de recursos
R,Representaã§ã£o da informaã§ã£o
R,Representaã§ã£o temã¡tica
R,representação do negro
R,representação do conhecimento
R,Representação
R,Representação arquivística
R,representação artística
R,Representação bibliográfica
R,Representação cartográfica dinâmica on-line
R,Representação científica
R,Representação colaborativa da informação
R,Representação conceitual
R,Representação cultural
R,representação da informação
R,Representação da amazônia
R,Representação da amazônia na imprensa
R,Representação da Arte
R,Representação da ciência
R,Representação da cultura afro-religiosa
R,Representação da deficiência
R,Representação da imagem
R,Representação da informação Metadados
R,Representação da informação arquivística
R,Representação da informação da cultura material como forma de construção de memórias coletiva e afirmação de identidade culturais
R,Representação da informação de filmes
R,Representação da informação e conhecimento
R,Representação da informação e do conchecimento
R,Representação da informação e do conhecimento
R,Representação da informação em arquivos
R,Representação da informação imagética
R,Representação da informação musical
R,Representação da informação no campo da saúde coletiva
R,Representação da informação simbólica de gênero
R,Representação da informação-saúde
R,Representação da memória
R,Representacao da mulher
R,Representação de artigos
R,Representação de assunto
R,Representação de cientistas
R,Representação de coleções artísticas
R,Representação de conhecimento
R,Representação de dado
R,Representação de dados
R,Representação de documentos
R,Representação de domínios de conhecimento
R,Representação de fotografias
R,Representação de fotografias em arquivos
R,Representação de identidades marginalizadas
R,Representação de imagem
R,Representação de imagens
R,Representação de informação
R,Representação de informação arquivística
R,Representação de informação contextual
R,Representação de informação em arte
R,Representação de Informações
R,Representação de objetos museológicos
R,Representação de partitura musical
R,Representação de recurso
R,Representação de recursos
R,Representação de sistema
R,Representação de Textos
R,representação de textos técnicos-científicos
R,Representação descitiva
R,Representação descritiva
R,Representação descritiva da informação
R,Representação descritiva da informação arquivística
R,Representação descritiva de partituras
R,Representação descritiva e temática
R,Representação digital
R,Representacao discursiva
R,Representação do acervo de figurino
R,Representação do conhecimento de e-learning
R,Representação do conhecimento e da informação no ciberespaço
R,Representação do conhecimento em imagens
R,Representacao do conhecimento-rc
R,Representação do documento
R,Representação do documento iconográfico
R,Representação do nu feminino
R,Representação do sujeito
R,Representação documental
R,Representação documental no contexto da arquivologia promovida pelo projeto sesa on-line
R,Representação documentária
R,Representação documentária da caricatura
R,Representação documentária de filmes de ficção
R,Representação documentária de imagem e texto
R,representação dos acervos de figurino
R,Representação e acesso
R,Representação e fluxos
R,Representação e imagem
R,Representação e mecanismo de transferência do registro eletrônico
R,Representação e mecanismos de transferência dos registros eletrônicos
R,Representação e organização
R,Representação e organização da informação
R,Representação e organização do conhecimento
R,Representação e recuperação da informação
R,Representação e recuperação da informação e do conhecimento
R,Representação e signo
R,Representação em arquivo
R,Representação em arquivos
R,Representação espacial
R,Representação estudantil
R,Representação feminina
R,Representação gráfica
R,Representação identitária
R,Representação imagética
R,Representação indexal de imagem
R,Representação indexical
R,Representação indexical iconográfica
R,"Representacao indexical iconografica, armadillo photo"
R,Representação informacional
R,Representação iterativa
R,Representação midiática
R,Representação no ciberespaço
R,Representação no história em quadrinho
R,Representação política
R,Representação política social
R,Representação profissional
R,Representação profissional-ética
R,Representação semântica
R,Representação sígnica de imagem
R,Representação sígnica de imagens
R,Representação sobre bibliotecário
R,Representação social
R,Representação social da mulher
R,Representação social e saúde mental
R,Representação social-ética
R,Representação sociocultural
R,Representação teatral
R,Representação temática
R,Representação temática da informação
R,Representação temática do conhecimento
R,Representação temática do documento
R,Representação temática-hq
R,Representação terminológica
R,Representação visual
R,Representação visual de dados
R,Representação-schopenhauer
R,Representacì§aìo
R,Representación
R,Representación de la información
R,Representación del conocimiento
R,Representación del negro
R,Representación iterativa
R,Representación y organización del conocimiento
R,Representación y recuperación de información
R,Representacione
R,Representaciones
R,Representaciones sociales
R,Representações
R,Representações culturais
R,Representações de gênero
R,Representações do brasil
R,Representações do feminino
R,Representações documentárias
R,Representações espaciais
R,Representações femininas
R,Representações identitárias
R,Representações midiáticas
R,Representações nas histórias em quadrinhos
R,Representações profissionais
R,Representações sintéticas de documentos
R,Representações sobre bibliotecários
R,Representações sociais
R,Representações sociais de domínios
R,Representações sociais e saúde mental
R,Representações visuais-verbais de diversidade de gênero
R,Representaçõo tematica da informaçõo
R,Representante digital
R,Representante institucional
R,Representantes digitais
R,Representantes institucionais
R,Representao descritiva
R,Representation
R,Representation of information
R,Representation of the information
R,Representation style
R,Representatividad
R,Representatividade
R,Representatividade da mulhere na política
R,Representatividade das mulheres na política
R,"Representatividade de gênero, mulher"
R,representatividade de mulheres
R,Representatividade feminina
R,Representatividade Geográfica e Institucional
R,Representatividade negra
R,Representatividade política social
R,Representatividade social
R,repressão inglesa
R,Repressão
R,Repressão nas universidades
R,Repressão política
R,Reprimarização
R,Reprodução
R,Reprodução de documento
R,Reprodução técnica
R,Reproducibility
R,Reproducible research
R,Reprodutibilidade
R,Reprodutibilidade científica
R,Reprodutibilidade de pesquisas
R,Reprodutibilidade técnica
R,República
R,República bolivariana de venezuela
R,República da irlanda
R,Republica das letras
R,República dominicana
R,República federativa
R,República participativa
R,República velha
R,Reputação
R,reputação corporativa
R,Reputação das bibliotecas
R,Reputação on-line
R,Reputational system
R,Requalificação ambiental
R,Requalificação profissional
R,Requalificação urbana
R,Requerimentos funcionais para dados de autoridade assunto-frsad
R,Requisito
R,Requisito de informação
R,Requisito de metodologia
R,Requisito de preservação
R,Requisito funcional
R,Requisito funcional e não funcional
R,Requisito funcional para dado de autoridade assunto
R,Requisito funcional para dado de autoridade de assunto
R,Requisito funcional para registro bibliográfico
R,Requisito informacional
R,Requisito não-funcional
R,Requisito para publicação ampliada
R,Requisitos
R,Requisitos de auditoria
R,Requisitos de informação
R,Requisitos de preservação
R,Requisitos de qualidade de software
R,Requisitos de software
R,Requisitos de softwares
R,Requisitos funcionais
R,Requisitos funcionais e não funcionais
R,Requisitos funcionais para dados de autoridade assunto
R,Requisitos funcionais para dados de autoridade assunto-frsad
R,Requisitos funcionais para dados de autoridade de assunto-frsad
R,Requisitos funcionais para dados imagéticos digitais-rfdid
R,Requisitos funcionais para registros bibliográficos
R,Requisitos informacionais
R,Requisitos metodológicos
R,requisitos n√£o funcionais de software
R,Requisitos para publicacoes ampliadas
R,Requisitos para Redação de Ementas
R,Requisitos para sistemas de informação
R,"Requisitos, sistemas de informação"
R,Res
R,Research data
R,Research data repositories
R,Research in information science
R,Research infrastructure self-evaluation
R,Research methodol
R,Research papers
R,Research policy |acesso livre
R,Research progress
R,Research project
R,Research publication
R,Research support tool
R,Research universities
R,Researcher to reader conference-entrevistas
R,Researcherid
R,Researchgate
R,Réseau
R,Réseaux
R,Reseña de libros
R,Resenha
R,Resenha critica
R,Resenha de livro
R,Resenha do livro de encadernação e restauração
R,Resenha sobre a palestra
R,Reserva de mercado
R,Reserva florestal ducke
R,Reserva técnica
R,Reserva tecnica museologica
R,Resex
R,Resgate
R,Resgate cultural
R,Resgate de informação
R,Residência artística
R,Residência em farmácia
R,Residência solidária
R,Residência unipessoal
R,Residências em farmácia
R,Residências unipessoais
R,Resíduos de biomassa
R,Resíduos sólido
R,Resíduos sólido e sustentabilidade
R,Resíduos sólidos
R,Resíduos sólidos e sustentabilidade
R,Resíduos sólidos urbanos
R,Resiliãªncia informacional
R,Resiliência
R,Resiliência informacional
R,Resiliência organizacional
R,Resistãªncia
R,Resistance
R,Resistência
R,Resistência Algorítmica
R,Resistência cultural
R,Resistência democrática
R,resistência epistêmica
R,Resistência étnica
R,Resistência política
R,Resistencia social
R,Resistências
R,Resistências femininas
R,Resoluã§ã£o cginda nâ° 3/2017
R,Resolução cginda n° 3/2017
R,Resolução de entidades
R,Resolução de problema
R,Resolução de problemas
R,Resolução n
R,Resolução no 43
R,Resolução nº 43 do conarq
R,Resolução nº 6 do conarq
R,resource description and access
R,Resource and description access
R,Resource description and access-rda
R,Resource description and acess-rda
R,Resource description framework
R,Resource description framework rdf
R,Resource description framework-rdf
R,Resource descripton and access
R,Resource on-line
R,Resources on-line
R,Resourse
R,Respeito à diversidade
R,Respeito ao fundo
R,Respeito aos fundo
R,Respeito aos fundos
R,Responsabilidad
R,Responsabilidad social
R,Responsabilidad social en biblioteca
R,Responsabilidad social en bibliotecas
R,Responsabilidade
R,Responsabilidade civil
R,responsabilidade cultural
R,Responsabilidade de informar
R,Responsabilidade desenvolvedor-usuario
R,Responsabilidade digital
R,Responsabilidade editorial
R,Responsabilidade empresarial
R,Responsabilidade ética
R,Responsabilidade ética e social
R,Responsabilidade ética e social do arquivista
R,Responsabilidade informacional
R,Responsabilidade institucional
R,Responsabilidade intelectual
R,Responsabilidade midiática
R,Responsabilidade patrimonial
R,Responsabilidade profissional
R,Responsabilidade social
R,Responsabilidade social corporativa
R,Responsabilidade social da ciência da informação
R,Responsabilidade social da empresa
R,Responsabilidade social do arquivista
R,Responsabilidade social do bibliotecário
R,Responsabilidade social em ciência da informação
R,Responsabilidade social empresarial
R,Responsabilidade social internacional
R,Responsabilidade social na ciência da informação
R,Responsabilidade social na formação de bibliotecários
R,Responsabilidade social universitária
R,Responsabilidade socioambiental
R,Responsabilidade socioambiental = keywords
R,Responsabilidades arquivísticas
R,Responsabilização
R,Responsabilização social
R,Responsabilización social
R,Responsbilidade social
R,Resposta social
R,Resposta técnica
R,respostas cognitivas
R,Respostas técnicas
R,Ressignificação
R,Ressignificação conceitual
R,Ressignificação do espaço da biblioteca
R,Ressignificação do espaço das bibliotecas
R,Ressonância
R,Ressonância cognitiva
R,Ressubjetivação
R,Ressuscitação digital
R,restaram 543 termos relacionados à Inteligência Artificial
R,Restauraç ̃ão
R,Restauração
R,Restauração de encadernação
R,Restauração ecológica
R,Restaurada
R,Restaurador e liberal
R,Restauradores e liberais
R,Restaurante
R,Restituição
R,Restituição de patrimônio
R,Restituição simbólica de mandatos parlamentares
R,Restos mortais
R,Restrição alimentar
R,Resultado da sdi
R,Resultado negativo
R,Resultados acadêmicos
R,Resultados negativos
R,Results-based management and accountability framework
R,Resumen
R,Resumen creencia
R,Resumen documental
R,Resumen documental / documentación audiovisual / medios de comunicación audiovisual / tratamiento documental / paradigma digital
R,"Resumen: las dinámicas del envejecimiento poblacional intervienen en múltiples escenarios sociales, incluyendo las mediaciones de la información"
R,Resumo
R,Resumo de alta
R,Resumo de tese
R,Resumo Documental
R,Resumo documentário
R,Resumo estruturado
R,Resumo informativo
R,Resumo informativo agropecuário
R,Resumo tese
R,Resumo visual
R,resumos automatizados
R,Resumos
R,Resumos de altas
R,Resumos documentários
R,resumos e palavras-chave dos trabalhos
R,Resumos estruturados
R,Retaliação
R,Retaliação organizacional
R,Retam
R,Retenção
R,Retenção de cliente
R,Retenção de clientes
R,Retenção de conhecimento
R,Retenção de conhecimento organizacional
R,Retenção de conhecimentos críticos
R,Retenção de copyright
R,Retenção de direito
R,Retenção de direitos
R,Retenção do conhecimento
R,Retenção do conhecimento organizacional
R,Retenção escolar
R,Reterritorialização
R,Rethoric
R,Retirada
R,Retirante
R,Retórica
R,Retórica da superação
R,Retórica do desejo
R,Retórica visual
R,Retorno
R,Retorno de investimento
R,Retraction watch
R,Retraction watch database
R,Retratação
R,Retratação científica
R,Retratacao de artigos
R,Retratação-artigo
R,Retratações
R,retratos
R,Retratos pictóricos
R,Retrieval-augmented generation
R,Retroação
R,Retrofuturismo
R,Retrospectiva
R,Reuni
R,Reunião
R,Reunião brasileira de ensino e pesquisa em arquivologia
R,Reuniões
R,Reuniões brasileira de ensino e pesquisa em arquivologia
R,Reuso
R,Reuso da informação científica
R,Reuso da informação digital
R,Reuso da informação imagética
R,Reuso de acervo cultural digital
R,Reuso de acervocultural digital
R,Reúso de conhecimento
R,Reuso de dado
R,Reuso de dados
R,Reúso de dados abertos
R,Reuso de dados científicos
R,Reuso de dados de pesquisa
R,Reuso de informação pública
R,Reuso de informações públicas
R,Reuso de metadado
R,Reuso de metadados
R,Reuso de ontologia
R,Reuso de ontologias
R,Reuso de vocabulários
R,Reuso do conhecimento
R,Reutilização
R,Reutilização adaptável
R,Reutilização de dados
R,Reutilização de dados de pesquisa
R,Reutilização de metadado
R,Reutilização de metadados
R,Reutilização do conhecimento
R,Reutilización de datos de investigación
R,Rev
R,Revelação da verdade
R,Revelação fotográfica
R,Reversibilidade
R,Review
R,Reviewer
R,Revisa?o sistema?tica
R,Revisã£o por pares
R,Revisaìo sistemaìtica
R,Revisão Integrativa
R,Revisão
R,Revisão aberta
R,Revisão aberta entre pares
R,Revisão aberta por par
R,Revisão aberta por pares
R,Revisão acadêmica
R,Revisão bibliográfica
R,Revisão bibliográfica sistemática
R,revisão bibliográfica-Brasil
R,Revisão bibliométrica
R,Revisão conceitual
R,Revisão curricular
R,Revisão da lei de direito autoral
R,Revisão da literatura
R,Revisão da pesquisa por par
R,Revisão da pesquisa por pares
R,Revisão de alcance
R,Revisão de escopo
R,revisão de escopo como assunto
R,Revisão de literatura
R,Revisão de literatura comercial
R,Revisão de literatura como assunto
R,Revisão de literatura vidal
R,Revisão de litertatura
R,Revisão de sistemas
R,Revisão de texto
R,Revisão de textos
R,Revisao exploratoria
R,Revisão integrativa da literatura
R,Revisão integrativa de literatura
R,Revisão literária
R,Revisão multivocal de literatura
R,Revisão narrativa
R,Revisao narrativa da literatura
R,Revisão paramétrica
R,Revisão pelo par
R,Revisao pelos pares
R,Revisao pelos pares aberta
R,Revisão por par aberta
R,Revisão por par na aprendizagem
R,Revisão por pares
R,Revisão por pares aberta
R,Revisão por pares na aprendizagem
R,Revisão rápida
R,Revisão rápida da literatura
R,Revisão realista
R,Revisão sistemática
R,Revisão sistemática bibliográfica
R,Revisão sistemática da literatura
R,revisão sistemática de literatura
R,Revisao sistematica mista
R,Revisao sistematica viva
R,Revisão sistematizada da literatura
R,Revisão teórica
R,Revisión
R,Revisión por pares abierta
R,Revisiones sistemáticas de la literatura
R,Revisionismo
R,Revisionismo histórico
R,Revisões bibliográficas
R,Revisões de literatura
R,Revisões de literatura mistas
R,Revisões nacionais voluntárias
R,Revisões sistemáticas
R,Revisões sistemáticas-qualidade
R,Revisore
R,Revisores
R,Revisores científicos
R,Revista
R,Revista académica
R,Revista acb
R,Revista ACB: Biblioteconomia em Santa Catarina
R,Revista acervo
R,Revista adventista
R,Revista ágora
R,Revista Ágora: Arquivologia em Debate
R,Revista analisando em ciência da informação
R,Revista arquivo & administração
R,Revista arquivo & administrao
R,Revista atoz
R,Revista biblios
R,Revista biblo
R,Revista biblos
R,Revista bragantia
R,Revista brasileira
R,Revista brasileira de estudos pedagógicos
R,Revista brasileira de sementes
R,Revista caldasia
R,Revista caro amigo
R,Revista caros amigos
R,Revista carta capital
R,Revista católica
R,Revista centro açúcar
R,Revista ciência aberta lusófona
R,Revista ciência da informação
R,Revista ciência da informação-ibict
R,Revista ciência e saúde coletiva
R,Revista ciência hoje
R,Revista cientã­fica
R,Revista científica
R,Revista científica brasileira
R,Revista científica de acesso aberto
R,Revista científica digital
R,Revista científica eletrônica
R,Revista científica em educação
R,Revista científica-periodicidade
R,Revista científicas-avaliação
R,Revista Circo
R,Revista comciência
R,Revista competência
R,Revista cultura política
R,Revista da escola de biblioteconomia da UFMG
R,Revista de administração contemporânea
R,Revista de biblioteconomia
R,Revista de biblioteconomia & comunicação
R,Revista de biblioteconomia de brasília
R,Revista de ciência da informação e da documentação
R,Revista de ciência da informação e documentação
R,Revista de comunicação
R,Revista de divulgação científica
R,Revista de extensão
R,Revista de informação legislativa
R,Revista de la universidad de méxico
R,Revista de revistas
R,Revista digital
R,Revista do globo
R,Revista do instituto histórico e geográfico de são paulo
R,Revista do serviço público
R,Revista EDICIC
R,Revista eletrônica
R,Revista eletrônica brasileira de biblioteconomia e ciência da informação
R,Revista eletrônica versus revista em papel
R,Revista em quadrinhos
R,Revista em questão
R,Revista época
R,Revista eptic
R,Revista eptic online
R,Revista española de derecho constitucional
R,Revista especializada
R,Revista feminina
R,Revista folha de rosto
R,Revista fon-fon
R,Revista iberoamericana de turismo
R,Revista incid
R,Revista indexada
R,Revista informação & informação
R,Revista informação & sociedade
R,Revista informação em pauta
R,Revista informação&sociedade
R,Revista interamericana de bibliotecología
R,Revista interamericana de biblioteconomia
R,Revista jornal da moça
R,Revista jornal das mocas
R,Revista letras
R,Revista mangút
R,Revista milímetro
R,Revista milímetros
R,Revista múltiplos olhares em ciência da informação
R,Revista officina
R,Revista online prof
R,Revista overlay
R,Revista para-acadêmica
R,Revista pbcib
R,Revista política governamental
R,Revista políticas governamentais
R,Revista predadora
R,Revista predatória
R,Revista revisada por par
R,Revista semanal
R,Revista sistemática da literatura
R,Revista vida capichaba
R,Revista zootecnia tropica
R,Revistas acadãªmicas
R,Revistas académicas
R,Revistas argentinas
R,Revistas brasileiras
R,Revistas brasileiras de biblioteconomia
R,Revistas científicas
R,Revistas científicas brasileiras
R,Revistas científicas de acesso aberto
R,Revistas científicas eletrônicas
R,Revistas científicas em comunicação-métricas
R,Revistas científicas em educação
R,Revistas científicas internacionais
R,Revistas científicas nacionais
R,Revistas científicas on-line
R,Revistas científicas portuguesas
R,Revistas científicas predatórias
R,Revistas científicas-arquivologia
R,Revistas científicas-avaliação
R,Revistas científicas-colômbia
R,Revistas científicas-pbcib
R,Revistas cubanas
R,Revistas de comunicação
R,Revistas depredadoras
R,Revistas diamante
R,Revistas educativas
R,Revistas eletrônicas
R,Revistas eletrônicas brasileiras de biblioteconomia e ciência da informação
R,Revistas em acesso aberto
R,Revistas en línea
R,Revistas espanholas
R,Revistas españolas
R,Revistas especializadas
R,Revistas femininas
R,Revistas fraudulentas
R,Revistas ibero-americanas
R,Revistas indexadas
R,Revistas isi
R,Revistas overlay
R,Revistas Peruanas
R,Revistas predadoras
R,Revistas predatórias
R,Revistas publicações questionáveis
R,Revistas revisadas por pares
R,Revistas scielo y latindex
R,Revistas Universitárias
R,Revitalização
R,Revitalização linguística
R,Revitalização urbana
R,Revocação
R,Revolta da armada
R,Revolta da vacina
R,Revolta de 1922
R,Revolta do dragão
R,Revolta dos dragões
R,Revolta farroupilha
R,Revoltas internas
R,Revolução Formação do bibliotecário
R,Revolução
R,Revolução científica
R,Revolução conceitual
R,Revolução cubana
R,Revolução cultural chinesa
R,Revolução da informação
R,Revolução de 1893
R,Revolução de 8 de novembro
R,Revolução digital
R,Revolução farroupilha
R,Revolução federalista
R,Revolução francesa
R,Revolução haitiana
R,Revolução industrial
R,Revolução industrial 4.0
R,Revolução informacional
R,Revolução social
R,Revolução tecnológica
R,Revolucion
R,Revolución tecnológica
R,Revoluções científicas
R,Revue de bibliologie
R,Revue de bibliologie: schéma et schématisation
R,Rexlab
R,Rf
R,Rfepct
R,Rfid
R,Rgpd
R,Rhetorical theory
R,Ri
R,Ribeirão
R,Ribeirão da ilha
R,Ribeirão preto
R,Ribeirão preto-sp
R,Ribeiro
R,Ric-cm
R,Ric-o
R,Ricardo ajax dias
R,Ricardo brennand
R,Ricardo jorge
R,Ricardo peret
R,Rich site summary
R,Rich snippet
R,Rich snippets
R,Richard rorty
R,Richard stallman
R,Rici: r
R,Ricyt
R,Ridi
R,Riesgo operativo
R,Rigid social isolation
R,Rigor cientifico
R,Rijskmuseum
R,Rincon sapiência
R,Rincon sapiência carvalho
R,Ringgold id
R,Rio + 20
R,Rio 20
R,Rio 2016
R,Rio anta atirada
R,Rio claro
R,Rio da prata
R,Rio de Janeiro
R,Rio de janeiro botanical garden
R,Rio de janeiro oitocentista
R,Rio de janeiro state archives
R,Rio de janeiro-chuvas e enchentes
R,Rio de janeiro)
R,Rio grande
R,Rio grande de são pedro
R,Rio grande do norte
R,Rio grande do sul
R,Rio grande do sul e uruguai
R,Rio grande do sul/brasil
R,Rio negro
R,Rio são francisco
R,Rio solimão
R,Rio solimões
R,Rio tapajós
R,Rio yacht club
R,Rio zona norte
R,Rione sanità-italia
R,Rioplatense
R,Rios
R,Rios-bacias hidreletricas
R,Ripsa
R,Riquetsiose
R,Riqueza
R,Riqueza do Setor Público
R,Risco
R,Risco ambiental
R,Risco ambientel
R,Risco científico
R,Risco de conhecimento
R,Risco de revelação
R,Risco estratégico
R,Risco sistêmico
R,Riscos
R,Riscos ambientais
R,Riscos cibernéticos
R,Riscos de conhecimento
R,Riscos informacionais
